,Area,count,mean,std,min,25%,50%,75%,max
274,Wallis and Futuna Islands,708.0,0.4026271186440678,0.5745696865437118,-1.02,-0.03125,0.356,0.8015000000000001,2.149
275,Western Africa,708.0,0.597045197740113,0.7319931331883498,-1.631,0.07,0.6485000000000001,1.1182500000000002,3.218
276,Western Asia,708.0,0.44847033898305094,1.0519590052684433,-3.157,-0.2535,0.415,1.16075,4.091
277,Western Europe,708.0,0.6842302259887006,1.5759349284886417,-5.471,-0.3985,0.6395,1.733,5.039
278,Western Sahara,708.0,0.7363319209039549,1.1915742591172949,-3.125,-0.03775,0.824,1.54875,4.516
279,World,708.0,0.5253135593220337,0.5833134762577654,-1.306,0.08975,0.462,0.9642499999999999,2.624
280,Yemen,396.0,0.1530530303030303,0.5718236469897138,-1.38,-0.22,0.127,0.497,2.461
281,Yugoslav SFR,372.0,0.019088709677419363,1.5063528025314281,-4.805,-0.85825,0.0335,0.8425,4.718
282,Zambia,707.0,0.45129278642149934,0.7820683537296453,-1.655,-0.1125,0.379,0.9295,3.581
283,Zimbabwe,708.0,0.28667937853107345,0.8506259000341739,-2.283,-0.3095,0.259,0.8585,2.95
